#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Protein product	Length	Protein name
Un	NW_013658975.1	150436	151108	+	106549311	LOC106549311	XP_013922406.1	120	PREDICTED: DNA topoisomerase I, mitochondrial-like
Un	NW_013658975.1	157273	159993	-	106549315	LOC106549315	XP_013922409.1	251	PREDICTED: voltage-dependent N-type calcium channel subunit alpha-1B-like, partial
Un	NW_013658975.1	250427	331776	+	106549316	LOC106549316	XP_013922411.1	672	PREDICTED: bone morphogenetic protein 1-like
Un	NW_013658976.1	46437	78318	-	106549320	LOC106549320	XP_013922414.1	333	PREDICTED: protein Wnt-1-like
Un	NW_013658976.1	108813	129130	+	106549321	LOC106549321	XP_013922415.1	401	PREDICTED: protein Wnt-10b-like
Un	NW_013658976.1	141817	150192	+	106549322	ARF3	XP_013922416.1	181	PREDICTED: ADP-ribosylation factor 3
Un	NW_013658977.1	50825	57441	+	106549323	FHL2	XP_013922417.1	328	PREDICTED: four and a half LIM domains protein 2
Un	NW_013658977.1	62272	69325	-	106549328	LOC106549328	XP_013922428.1	203	PREDICTED: ashwin isoform X2
Un	NW_013658977.1	62272	68314	-	106549328	LOC106549328	XP_013922427.1	247	PREDICTED: ashwin isoform X1
Un	NW_013658977.1	78532	113844	+	106549327	TGFBRAP1	XP_013922423.1	860	PREDICTED: transforming growth factor-beta receptor-associated protein 1
Un	NW_013658977.1	78532	113844	+	106549327	TGFBRAP1	XP_013922424.1	860	PREDICTED: transforming growth factor-beta receptor-associated protein 1
Un	NW_013658977.1	78532	113844	+	106549327	TGFBRAP1	XP_013922425.1	860	PREDICTED: transforming growth factor-beta receptor-associated protein 1
Un	NW_013658977.1	78532	113844	+	106549327	TGFBRAP1	XP_013922426.1	860	PREDICTED: transforming growth factor-beta receptor-associated protein 1
Un	NW_013658977.1	119800	121023	-	106549325	GPR45	XP_013922418.1	407	PREDICTED: probable G-protein coupled receptor 45
Un	NW_013658977.1	119800	121023	-	106549325	GPR45	XP_013922419.1	407	PREDICTED: probable G-protein coupled receptor 45
Un	NW_013658977.1	119800	121023	-	106549325	GPR45	XP_013922420.1	407	PREDICTED: probable G-protein coupled receptor 45
Un	NW_013658977.1	133131	185528	-	106549326	MRPS9	XP_013922422.1	382	PREDICTED: 28S ribosomal protein S9, mitochondrial
Un	NW_013658978.1	12812	22580	-	106549335	PWWP2B	XP_013922434.1	597	PREDICTED: PWWP domain-containing protein 2B
Un	NW_013658978.1	41464	90807	-	106549334	LRRC27	XP_013922432.1	476	PREDICTED: leucine-rich repeat-containing protein 27
Un	NW_013658978.1	104837	256095	+	106549332	STK32C	XP_013922430.1	428	PREDICTED: serine/threonine-protein kinase 32C
Un	NW_013658978.1	264649	324788	-	106549333	COL4A3BP	XP_013922431.1	623	PREDICTED: collagen type IV alpha-3-binding protein
Un	NW_013658978.1	332825	347565	+	106549330	POLK	XP_013922429.1	634	PREDICTED: DNA polymerase kappa
Un	NW_013658979.1	59264	69671	-	106549336	LOC106549336	XP_013922435.1	206	PREDICTED: nuclear receptor coactivator 1-like
Un	NW_013658979.1	283905	292840	+	106549337	LOC106549337	XP_013922436.1	416	PREDICTED: thrombospondin type-1 domain-containing protein 7B-like
Un	NW_013658979.1	660133	661031	+	106549340	LOC106549340	XP_013922437.1	79	PREDICTED: protein FAM135B-like
Un	NW_013658980.1	70670	71869	-	106549351	LOC106549351	XP_013922448.1	399	PREDICTED: uncharacterized protein LOC106549351
Un	NW_013658980.1	93529	105664	-	106549346	LRRC58	XP_013922445.1	359	PREDICTED: leucine-rich repeat-containing protein 58
Un	NW_013658980.1	114500	145105	-	106549350	FSTL1	XP_013922447.1	315	PREDICTED: follistatin-related protein 1
Un	NW_013658980.1	175604	194449	-	106549347	RABL3	XP_013922446.1	236	PREDICTED: rab-like protein 3
Un	NW_013658980.1	195650	217638	+	106549345	GTF2E1	XP_013922442.1	440	PREDICTED: general transcription factor IIE subunit 1
Un	NW_013658980.1	195650	217638	+	106549345	GTF2E1	XP_013922443.1	440	PREDICTED: general transcription factor IIE subunit 1
Un	NW_013658980.1	195650	217638	+	106549345	GTF2E1	XP_013922444.1	440	PREDICTED: general transcription factor IIE subunit 1
Un	NW_013658980.1	211898	305451	+	106549344	STXBP5L	XP_013922441.1	1154	PREDICTED: syntaxin-binding protein 5-like
Un	NW_013658980.1	316731	321256	-	106549343	LOC106549343	XP_013922440.1	120	PREDICTED: DNA polymerase theta-like
Un	NW_013658980.1	329016	346728	-	106549342	LOC106549342	XP_013922439.1	613	PREDICTED: DNA polymerase theta-like, partial
Un	NW_013658981.1	209725	221920	-	106549354	ACOT7	XP_013922452.1	316	PREDICTED: cytosolic acyl coenzyme A thioester hydrolase, partial
Un	NW_013658981.1	231563	261021	-	106549355	KCNAB2	XP_013922453.1	367	PREDICTED: voltage-gated potassium channel subunit beta-2
Un	NW_013658981.1	280653	290526	+	106549352	NPHP4	XP_013922450.1	424	PREDICTED: nephrocystin-4, partial
Un	NW_013658981.1	295003	321009	+	106549353	LOC106549353	XP_013922451.1	480	PREDICTED: vomeronasal type-2 receptor 26-like, partial
Un	NW_013658982.1	8074	182036	-	106549356	KIAA1549L	XP_013922454.1	1378	PREDICTED: UPF0606 protein KIAA1549L homolog
Un	NW_013658982.1	191922	238182	-	106549360	HIPK3	XP_013922457.1	484	PREDICTED: homeodomain-interacting protein kinase 3 isoform X1
Un	NW_013658982.1	191922	228788	-	106549360	HIPK3	XP_013922458.1	467	PREDICTED: homeodomain-interacting protein kinase 3 isoform X2
Un	NW_013658982.1	191922	203448	-	106549360	HIPK3	XP_013922459.1	463	PREDICTED: homeodomain-interacting protein kinase 3 isoform X3
Un	NW_013658982.1	191922	203448	-	106549360	HIPK3	XP_013922460.1	463	PREDICTED: homeodomain-interacting protein kinase 3 isoform X3
Un	NW_013658982.1	191922	203448	-	106549360	HIPK3	XP_013922462.1	463	PREDICTED: homeodomain-interacting protein kinase 3 isoform X3
Un	NW_013658982.1	250424	273346	-	106549357	LOC106549357	XP_013922455.1	177	PREDICTED: eukaryotic translation initiation factor 1b-like
Un	NW_013658982.1	258782	261700	-	106549361	LOC106549361	XP_013922463.1	251	PREDICTED: uncharacterized protein LOC106549361
Un	NW_013658982.1	280694	302462	-	106549358	LOC106549358	XP_013922456.1	441	PREDICTED: uncharacterized protein LOC106549358
Un	NW_013658983.1	2885	63869	+	106549365	LGR5	XP_013922467.1	907	PREDICTED: leucine-rich repeat-containing G-protein coupled receptor 5
Un	NW_013658983.1	75664	118951	-	106549364	ZFC3H1	XP_013922466.1	1969	PREDICTED: zinc finger C3H1 domain-containing protein
Un	NW_013658983.1	141884	261027	+	106549362	CNOT1	XP_013922464.1	2336	PREDICTED: CCR4-NOT transcription complex subunit 1
Un	NW_013658983.1	288183	302250	-	106549366	SETD6	XP_013922471.1	448	PREDICTED: N-lysine methyltransferase SETD6 isoform X3
Un	NW_013658983.1	288183	301934	-	106549366	SETD6	XP_013922470.1	480	PREDICTED: N-lysine methyltransferase SETD6 isoform X2
Un	NW_013658983.1	288183	301934	-	106549366	SETD6	XP_013922468.1	481	PREDICTED: N-lysine methyltransferase SETD6 isoform X1
Un	NW_013658983.1	288183	301934	-	106549366	SETD6	XP_013922469.1	481	PREDICTED: N-lysine methyltransferase SETD6 isoform X1
Un	NW_013658983.1	288183	301142	-	106549366	SETD6	XP_013922472.1	318	PREDICTED: N-lysine methyltransferase SETD6 isoform X4
Un	NW_013658983.1	304022	345183	-	106549363	NDRG4	XP_013922465.1	388	PREDICTED: protein NDRG4
Un	NW_013658984.1	573	17500	-	106549372	LOC106549372	XP_013922477.1	370	PREDICTED: heat shock factor protein 3-like, partial
Un	NW_013658984.1	33144	58807	+	106549371	HEPH	XP_013922476.1	894	PREDICTED: hephaestin
Un	NW_013658984.1	291924	302057	-	106549369	LOC106549369	XP_013922474.1	253	PREDICTED: tetratricopeptide repeat protein 12-like
Un	NW_013658984.1	323899	345155	-	106549370	LOC106549370	XP_013922475.1	263	PREDICTED: mitochondrial glutamate carrier 1-like, partial
Un	NW_013658985.1	49046	49435	+	106549374	LOC106549374	XP_013922479.1	129	PREDICTED: hepatocyte nuclear factor 1-beta-like
Un	NW_013658985.1	84576	123596	+	106549375	RRAS2	XP_013922480.1	203	PREDICTED: ras-related protein R-Ras2 isoform X1
Un	NW_013658985.1	110315	123596	+	106549375	RRAS2	XP_013922481.1	180	PREDICTED: ras-related protein R-Ras2 isoform X2
Un	NW_013658985.1	189407	335858	+	106549373	LOC106549373	XP_013922478.1	572	PREDICTED: uncharacterized protein LOC106549373
Un	NW_013658986.1	53744	60858	+	106549379	NOL11	XP_013922485.1	364	PREDICTED: nucleolar protein 11
Un	NW_013658986.1	66391	163840	+	106549380	BPTF	XP_013922486.1	3003	PREDICTED: nucleosome-remodeling factor subunit BPTF
Un	NW_013658986.1	161379	161645	-	106549377	LOC106549377	XP_013922482.1	88	PREDICTED: UPF0450 protein C17orf58 homolog
Un	NW_013658986.1	191049	196082	+	106549384	KPNA2	XP_013922491.1	527	PREDICTED: importin subunit alpha-1
Un	NW_013658986.1	191049	196082	+	106549384	KPNA2	XP_013922492.1	527	PREDICTED: importin subunit alpha-1
Un	NW_013658986.1	191049	196082	+	106549384	KPNA2	XP_013922493.1	527	PREDICTED: importin subunit alpha-1
Un	NW_013658986.1	191049	196082	+	106549384	KPNA2	XP_013922494.1	527	PREDICTED: importin subunit alpha-1
Un	NW_013658986.1	224106	275244	+	106549381	SMURF2	XP_013922487.1	410	PREDICTED: E3 ubiquitin-protein ligase SMURF2
Un	NW_013658986.1	285783	303730	-	106549383	CEP95	XP_013922490.1	393	PREDICTED: centrosomal protein of 95 kDa, partial
Un	NW_013658986.1	311091	317248	+	106549382	DDX5	XP_013922488.1	600	PREDICTED: probable ATP-dependent RNA helicase DDX5 isoform X1
Un	NW_013658986.1	311091	317248	+	106549382	DDX5	XP_013922489.1	592	PREDICTED: probable ATP-dependent RNA helicase DDX5 isoform X2
Un	NW_013658986.1	320571	329050	+	106549378	POLG2	XP_013922483.1	511	PREDICTED: LOW QUALITY PROTEIN: DNA polymerase subunit gamma-2, mitochondrial
Un	NW_013658987.1	42826	131212	-	106549387	GRIA2	XP_013922500.1	942	PREDICTED: glutamate receptor 2 isoform X4
Un	NW_013658987.1	43372	131212	-	106549387	GRIA2	XP_013922498.1	885	PREDICTED: glutamate receptor 2 isoform X2
Un	NW_013658987.1	43372	131212	-	106549387	GRIA2	XP_013922497.1	885	PREDICTED: glutamate receptor 2 isoform X1
Un	NW_013658987.1	45202	131212	-	106549387	GRIA2	XP_013922499.1	815	PREDICTED: glutamate receptor 2 isoform X3
Un	NW_013658987.1	144687	186287	-	106549388	GLRB	XP_013922501.1	497	PREDICTED: glycine receptor subunit beta isoform X1
Un	NW_013658987.1	144687	186287	-	106549388	GLRB	XP_013922502.1	497	PREDICTED: glycine receptor subunit beta isoform X1
Un	NW_013658987.1	144687	176675	-	106549388	GLRB	XP_013922503.1	399	PREDICTED: glycine receptor subunit beta isoform X2
Un	NW_013658987.1	239724	322014	+	106549386	PDGFC	XP_013922495.1	107	PREDICTED: platelet-derived growth factor C
Un	NW_013658988.1	3108	13381	+	106549395	MCM8	XP_013922512.1	797	PREDICTED: DNA helicase MCM8
Un	NW_013658988.1	22295	32357	+	106549389	CRLS1	XP_013922504.1	348	PREDICTED: cardiolipin synthase (CMP-forming)
Un	NW_013658988.1	40253	50488	-	106549391	LRRN4	XP_013922505.1	764	PREDICTED: leucine-rich repeat neuronal protein 4
Un	NW_013658988.1	71030	83347	+	106549392	LOC106549392	XP_013922506.1	524	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 8-like
Un	NW_013658988.1	114302	126326	+	106549393	ZBTB44	XP_013922507.1	616	PREDICTED: zinc finger and BTB domain-containing protein 44 isoform X1
Un	NW_013658988.1	114302	126054	+	106549393	ZBTB44	XP_013922508.1	453	PREDICTED: zinc finger and BTB domain-containing protein 44 isoform X2
Un	NW_013658988.1	261459	301277	+	106549394	AQP1	XP_013922511.1	269	PREDICTED: aquaporin-1
Un	NW_013658990.1	4008	5568	-	106549396	LOC106549396	XP_013922513.1	162	PREDICTED: intestinal mucin-like protein
Un	NW_013658990.1	23959	55292	+	106549400	SIGIRR	XP_013922520.1	404	PREDICTED: single Ig IL-1-related receptor
Un	NW_013658990.1	64725	139619	-	106549398	PKP3	XP_013922518.1	816	PREDICTED: plakophilin-3 isoform X1
Un	NW_013658990.1	64725	113049	-	106549398	PKP3	XP_013922519.1	824	PREDICTED: plakophilin-3 isoform X2
Un	NW_013658990.1	290902	313216	-	106549397	VEGFA	XP_013922517.1	148	PREDICTED: vascular endothelial growth factor A isoform X4
Un	NW_013658990.1	290902	313216	-	106549397	VEGFA	XP_013922516.1	192	PREDICTED: vascular endothelial growth factor A isoform X3
Un	NW_013658990.1	290902	313216	-	106549397	VEGFA	XP_013922515.1	210	PREDICTED: vascular endothelial growth factor A isoform X2
Un	NW_013658990.1	290902	313216	-	106549397	VEGFA	XP_013922514.1	216	PREDICTED: vascular endothelial growth factor A isoform X1
Un	NW_013658991.1	122991	271134	-	106549405	CMSS1	XP_013922526.1	283	PREDICTED: protein CMSS1 isoform X1
Un	NW_013658991.1	122991	141901	-	106549405	CMSS1	XP_013922527.1	277	PREDICTED: protein CMSS1 isoform X2
Un	NW_013658991.1	126365	271134	-	106549405	CMSS1	XP_013922528.1	236	PREDICTED: protein CMSS1 isoform X3
Un	NW_013658991.1	200987	262698	+	106549404	FILIP1L	XP_013922525.1	1010	PREDICTED: filamin A-interacting protein 1-like isoform X2
Un	NW_013658991.1	250885	262698	+	106549404	FILIP1L	XP_013922524.1	909	PREDICTED: filamin A-interacting protein 1-like isoform X1
Un	NW_013658991.1	271945	306213	+	106549406	TBC1D23	XP_013922529.1	697	PREDICTED: TBC1 domain family member 23 isoform X1
Un	NW_013658991.1	271945	306213	+	106549406	TBC1D23	XP_013922532.1	682	PREDICTED: TBC1 domain family member 23 isoform X3
Un	NW_013658991.1	272780	306213	+	106549406	TBC1D23	XP_013922531.1	696	PREDICTED: TBC1 domain family member 23 isoform X2
Un	NW_013658991.1	272780	306213	+	106549406	TBC1D23	XP_013922533.1	681	PREDICTED: TBC1 domain family member 23 isoform X4
Un	NW_013658991.1	316128	327290	+	106549402	NIT2	XP_013922522.1	283	PREDICTED: omega-amidase NIT2
Un	NW_013658991.1	331503	346351	-	106549403	TOMM70A	XP_013922523.1	589	PREDICTED: mitochondrial import receptor subunit TOM70
Un	NW_013658992.1	110267	111715	+	106549418	LOC106549418	XP_013922544.1	449	PREDICTED: cingulin-like, partial
Un	NW_013658992.1	115477	118508	-	106549412	ARID3B	XP_013922538.1	326	PREDICTED: AT-rich interactive domain-containing protein 3B
Un	NW_013658992.1	163018	164142	+	106549413	LOC106549413	XP_013922539.1	374	PREDICTED: actin, clone 302-like
Un	NW_013658992.1	170342	176552	+	106549414	UBL7	XP_013922540.1	381	PREDICTED: ubiquitin-like protein 7
Un	NW_013658992.1	187770	205062	+	106549407	LOC106549407	XP_013922534.1	1027	PREDICTED: protein strawberry notch homolog 1-like, partial
Un	NW_013658992.1	192642	192824	+	106549415	SBNO1	XP_013922542.1	96	PREDICTED: protein strawberry notch homolog 1
Un	NW_013658992.1	217323	224648	+	106549410	CDK2AP1	XP_013922537.1	108	PREDICTED: cyclin-dependent kinase 2-associated protein 1
Un	NW_013658992.1	227992	229512	+	106549419	LOC106549419	XP_013922545.1	114	PREDICTED: M-phase phosphoprotein 9-like
Un	NW_013658992.1	234242	249041	+	106549420	LOC106549420	XP_013922546.1	568	PREDICTED: LOW QUALITY PROTEIN: M-phase phosphoprotein 9-like
Un	NW_013658992.1	280284	286282	-	106549408	LOC106549408	XP_013922535.1	67	PREDICTED: histone H3-like centromeric protein A
Un	NW_013658992.1	301889	315262	-	106549409	LOC106549409	XP_013922536.1	1128	PREDICTED: zinc finger protein 420-like
Un	NW_013658992.1	327279	328478	+	106549416	LOC106549416	XP_013922543.1	399	PREDICTED: zinc finger and SCAN domain-containing protein 2-like
Un	NW_013658993.1	135027	256924	+	106549422	LRRTM3	XP_013922549.1	574	PREDICTED: leucine-rich repeat transmembrane neuronal protein 3
Un	NW_013658993.1	287861	290913	+	106549421	VIP	XP_013922547.1	185	PREDICTED: VIP peptides
Un	NW_013658994.1	3138	5798	+	106549429	TMEM43	XP_013922556.1	280	PREDICTED: transmembrane protein 43
Un	NW_013658994.1	12373	13406	-	106549430	XPC	XP_013922557.1	260	PREDICTED: DNA repair protein complementing XP-C cells
Un	NW_013658994.1	23507	30176	+	106549425	LSM3	XP_013922552.1	102	PREDICTED: U6 snRNA-associated Sm-like protein LSm3
Un	NW_013658994.1	88330	140218	+	106549423	LOC106549423	XP_013922550.1	241	PREDICTED: T-cell immunomodulatory protein-like
Un	NW_013658994.1	242939	247428	+	106549426	ZHX3	XP_013922553.1	916	PREDICTED: zinc fingers and homeoboxes protein 3
Un	NW_013658994.1	242939	247428	+	106549426	ZHX3	XP_013922554.1	916	PREDICTED: zinc fingers and homeoboxes protein 3
Un	NW_013658994.1	260735	318334	-	106549424	PLCG1	XP_013922551.1	1021	PREDICTED: 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
Un	NW_013658994.1	326074	347443	-	106549428	LOC106549428	XP_013922555.1	370	PREDICTED: translocating chain-associated membrane protein 1-like 1
Un	NW_013658995.1	9863	13565	+	106549431	LOC106549431	XP_013922559.1	157	PREDICTED: cadherin-17-like
Un	NW_013658995.1	53757	57216	+	106549436	MMGT1	XP_013922565.1	134	PREDICTED: membrane magnesium transporter 1
Un	NW_013658995.1	63262	75004	-	106549434	LOC106549434	XP_013922563.1	513	PREDICTED: integrator complex subunit 6-like
Un	NW_013658995.1	84985	99762	-	106549435	LOC106549435	XP_013922564.1	211	PREDICTED: protein DDX26B-like
Un	NW_013658995.1	137133	144211	-	106549433	RCOR3	XP_013922561.1	431	PREDICTED: REST corepressor 3
Un	NW_013658995.1	137133	144211	-	106549433	RCOR3	XP_013922562.1	431	PREDICTED: REST corepressor 3
Un	NW_013658995.1	167157	168630	-	106549432	KCNS3	XP_013922560.1	503	PREDICTED: potassium voltage-gated channel subfamily S member 3
Un	NW_013658995.1	329238	335478	-	106549437	LOC106549437	XP_013922566.1	159	PREDICTED: NACHT, LRR and PYD domains-containing protein 6-like
Un	NW_013658996.1	37925	75598	-	106549439	LOC106549439	XP_013922567.1	123	PREDICTED: transcription factor SOX-6-like
Un	NW_013658996.1	286072	291566	+	106549440	LOC106549440	XP_013922568.1	179	PREDICTED: small acidic protein
Un	NW_013658997.1	22838	46888	-	106549450	LOC106549450	XP_013922579.1	792	PREDICTED: metabotropic glutamate receptor 3, partial
Un	NW_013658997.1	95830	187508	-	106549449	CDYL	XP_013922577.1	497	PREDICTED: chromodomain Y-like protein isoform X1
Un	NW_013658997.1	95830	155247	-	106549449	CDYL	XP_013922578.1	492	PREDICTED: chromodomain Y-like protein isoform X2
Un	NW_013658997.1	196419	212243	+	106549441	FRMPD3	XP_013922570.1	1559	PREDICTED: FERM and PDZ domain-containing protein 3
Un	NW_013658997.1	213177	214069	+	106549445	PRPS1	XP_013922574.1	318	PREDICTED: ribose-phosphate pyrophosphokinase 1
Un	NW_013658997.1	217607	218464	+	106549442	SLC25A53	XP_013922571.1	285	PREDICTED: solute carrier family 25 member 53
Un	NW_013658997.1	222101	223204	+	106549444	TMSB15B	XP_013922573.1	45	PREDICTED: thymosin beta-15B
Un	NW_013658997.1	233453	234058	+	106549446	RAB9B	XP_013922575.1	201	PREDICTED: ras-related protein Rab-9B
Un	NW_013658997.1	243361	252229	-	106549443	PLP1	XP_013922572.1	204	PREDICTED: myelin proteolipid protein, partial
Un	NW_013658997.1	268136	275744	-	106549447	LOC106549447	XP_013922576.1	124	PREDICTED: tubulointerstitial nephritis antigen-like
Un	NW_013658998.1	9180	15707	-	106549453	PQBP1	XP_013922584.1	205	PREDICTED: polyglutamine-binding protein 1
Un	NW_013658998.1	40104	63342	+	106549452	CHGA	XP_013922582.1	468	PREDICTED: chromogranin-A isoform X1
Un	NW_013658998.1	40104	63342	+	106549452	CHGA	XP_013922583.1	435	PREDICTED: chromogranin-A isoform X2
Un	NW_013658998.1	72183	114181	-	106549451	ITPK1	XP_013922581.1	287	PREDICTED: inositol-tetrakisphosphate 1-kinase
Un	NW_013658998.1	262263	264899	-	106549454	LOC106549454	XP_013922586.1	664	PREDICTED: tetratricopeptide repeat protein 30A-like
Un	NW_013658999.1	13859	27300	+	106549460	TSEN54	XP_013922594.1	430	PREDICTED: tRNA-splicing endonuclease subunit Sen54
Un	NW_013658999.1	46575	101837	+	106549459	LLGL2	XP_013922592.1	1021	PREDICTED: lethal(2) giant larvae protein homolog 2
Un	NW_013658999.1	158768	231976	+	106549456	LOC106549456	XP_013922588.1	1663	PREDICTED: unconventional myosin-XVB-like
Un	NW_013658999.1	240836	259656	-	106549458	LOC106549458	XP_013922589.1	490	PREDICTED: ATP-dependent DNA helicase Q5-like isoform X1
Un	NW_013658999.1	240836	259656	-	106549458	LOC106549458	XP_013922590.1	490	PREDICTED: ATP-dependent DNA helicase Q5-like isoform X1
Un	NW_013658999.1	240836	252465	-	106549458	LOC106549458	XP_013922591.1	452	PREDICTED: ATP-dependent DNA helicase Q5-like isoform X2
Un	NW_013658999.1	343994	345276	-	106549455	LOC106549455	XP_013922587.1	137	PREDICTED: glutamine synthetase-like
Un	NW_013659000.1	52001	55270	+	106549462	KIF3B	XP_013922596.1	551	PREDICTED: kinesin-like protein KIF3B, partial
Un	NW_013659000.1	98694	126375	+	106549461	RAD21	XP_013922595.1	412	PREDICTED: double-strand-break repair protein rad21 homolog
Un	NW_013659000.1	178472	185387	+	106549464	SNPH	XP_013922598.1	540	PREDICTED: syntaphilin
Un	NW_013659000.1	277780	291803	+	106549463	TBC1D20	XP_013922597.1	393	PREDICTED: TBC1 domain family member 20
Un	NW_013659001.1	45959	68729	+	106549465	IGSF10	XP_013922599.1	2644	PREDICTED: immunoglobulin superfamily member 10
Un	NW_013659001.1	77017	96186	-	106549468	MED12L	XP_013922603.1	551	PREDICTED: mediator of RNA polymerase II transcription subunit 12-like protein
Un	NW_013659001.1	134994	147389	-	106549472	SETD4	XP_013922609.1	440	PREDICTED: SET domain-containing protein 4 isoform X1
Un	NW_013659001.1	134994	147389	-	106549472	SETD4	XP_013922610.1	440	PREDICTED: SET domain-containing protein 4 isoform X1
Un	NW_013659001.1	136216	147389	-	106549472	SETD4	XP_013922611.1	302	PREDICTED: SET domain-containing protein 4 isoform X2
Un	NW_013659001.1	150953	154876	+	106549473	LOC106549473	XP_013922612.1	276	PREDICTED: carbonyl reductase
Un	NW_013659001.1	150953	154876	+	106549473	LOC106549473	XP_013922613.1	276	PREDICTED: carbonyl reductase
Un	NW_013659001.1	150953	154876	+	106549473	LOC106549473	XP_013922615.1	274	PREDICTED: carbonyl reductase
Un	NW_013659001.1	159475	196663	+	106549471	DOPEY2	XP_013922608.1	1580	PREDICTED: protein dopey-2
Un	NW_013659001.1	209563	245097	+	106549474	MORC3	XP_013922616.1	879	PREDICTED: MORC family CW-type zinc finger protein 3
Un	NW_013659001.1	250380	261426	+	106549466	CHAF1B	XP_013922600.1	542	PREDICTED: chromatin assembly factor 1 subunit B
Un	NW_013659001.1	250380	261426	+	106549466	CHAF1B	XP_013922601.1	542	PREDICTED: chromatin assembly factor 1 subunit B
Un	NW_013659001.1	250380	261426	+	106549466	CHAF1B	XP_013922602.1	542	PREDICTED: chromatin assembly factor 1 subunit B
Un	NW_013659001.1	264398	265578	-	106549469	CLDN14	XP_013922604.1	303	PREDICTED: claudin-14 isoform X1
Un	NW_013659001.1	264871	265578	-	106549469	CLDN14	XP_013922606.1	235	PREDICTED: claudin-14 isoform X2
Un	NW_013659001.1	284689	320209	+	106549475	EIF3H	XP_013922617.1	156	PREDICTED: eukaryotic translation initiation factor 3 subunit H
Un	NW_013659001.1	334331	335946	-	106549470	LOC106549470	XP_013922607.1	112	PREDICTED: DCC-interacting protein 13-beta-like, partial
Un	NW_013659002.1	3744	6273	-	106549477	LOC106549477	XP_013922619.1	436	PREDICTED: coiled-coil domain-containing protein 14-like
Un	NW_013659002.1	9814	14157	+	106549478	LOC106549478	XP_013922620.1	260	PREDICTED: testis-expressed sequence 2 protein-like
Un	NW_013659002.1	226448	260018	+	106549479	CHRDL1	XP_013922621.1	443	PREDICTED: chordin-like protein 1
Un	NW_013659002.1	311414	338691	+	106549476	LOC106549476	XP_013922618.1	192	PREDICTED: GATA-binding factor 3-like, partial
Un	NW_013659003.1	12383	18847	+	106549481	MPI	XP_013922622.1	298	PREDICTED: mannose-6-phosphate isomerase, partial
Un	NW_013659003.1	24803	30541	-	106549488	FAM219B	XP_013922632.1	182	PREDICTED: protein FAM219B
Un	NW_013659003.1	32804	38833	-	106549491	LOC106549491	XP_013922634.1	143	PREDICTED: cytochrome c oxidase subunit 5A, mitochondrial
Un	NW_013659003.1	40835	41335	-	106549489	RPP25	XP_013922633.1	166	PREDICTED: ribonuclease P protein subunit p25
Un	NW_013659003.1	81808	88563	+	106549482	LOC106549482	XP_013922623.1	334	PREDICTED: integrin beta-7-like
Un	NW_013659003.1	152058	182910	+	106549487	LOC106549487	XP_013922629.1	621	PREDICTED: polypeptide N-acetylgalactosaminyltransferase 6-like
Un	NW_013659003.1	152058	182910	+	106549487	LOC106549487	XP_013922630.1	621	PREDICTED: polypeptide N-acetylgalactosaminyltransferase 6-like
Un	NW_013659003.1	152058	182910	+	106549487	LOC106549487	XP_013922631.1	621	PREDICTED: polypeptide N-acetylgalactosaminyltransferase 6-like
Un	NW_013659003.1	206570	260364	-	106549483	SMPX	XP_013922624.1	119	PREDICTED: small muscular protein
Un	NW_013659003.1	291351	323827	+	106549486	MBTPS2	XP_013922627.1	495	PREDICTED: membrane-bound transcription factor site-2 protease isoform X1
Un	NW_013659003.1	292755	323827	+	106549486	MBTPS2	XP_013922628.1	475	PREDICTED: membrane-bound transcription factor site-2 protease isoform X2
Un	NW_013659004.1	86257	120356	+	106549494	CCDC69	XP_013922638.1	306	PREDICTED: coiled-coil domain-containing protein 69
Un	NW_013659004.1	129241	145857	-	106549492	LOC106549492	XP_013922635.1	609	PREDICTED: cationic amino acid transporter 2-like
Un	NW_013659004.1	218164	245968	+	106549493	LOC106549493	XP_013922636.1	222	PREDICTED: TNFAIP3-interacting protein 1-like
Un	NW_013659005.1	895	28637	+	106549499	TIAL1	XP_013922643.1	389	PREDICTED: nucleolysin TIAR isoform X1
Un	NW_013659005.1	895	28637	+	106549499	TIAL1	XP_013922644.1	372	PREDICTED: nucleolysin TIAR isoform X2
Un	NW_013659005.1	54557	70894	+	106549500	RGS10	XP_013922646.1	181	PREDICTED: regulator of G-protein signaling 10
Un	NW_013659005.1	100133	116372	-	106549495	GRK5	XP_013922639.1	260	PREDICTED: G protein-coupled receptor kinase 5, partial
Un	NW_013659005.1	169887	185144	-	106549496	LOC106549496	XP_013922640.1	352	PREDICTED: exocyst complex component 2-like
Un	NW_013659005.1	226536	228692	-	106549498	LRRC8A	XP_013922642.1	810	PREDICTED: volume-regulated anion channel subunit LRRC8A
Un	NW_013659005.1	303011	307207	+	106549497	LOC106549497	XP_013922641.1	67	PREDICTED: fibroblast growth factor 1-like
Un	NW_013659006.1	261050	340483	-	106549501	BAZ2B	XP_013922662.1	2187	PREDICTED: bromodomain adjacent to zinc finger domain protein 2B isoform X15
Un	NW_013659006.1	261050	340483	-	106549501	BAZ2B	XP_013922660.1	2223	PREDICTED: bromodomain adjacent to zinc finger domain protein 2B isoform X13
